@relation 'CommitMessages'

@attribute Text string
@attribute class-att {negative,positive}

@data
'todo when jdk the earliest jdk supported squirrel then remove the hardcoding the boolean data type ',positive
'todo when the earliest version supported add the following line this should help handle some problems with navigation using tab return move through cells ',positive
'tokenizer has been set any installed plugin ahead and give the default tokenizer important not cache this object that session property changes the current session are reflected this default tokenizer ',negative
'toolbar background color for all components ',negative
'tooltips ',negative
'tooltips and questions ',negative
'track the time aggregate for the script ',negative
'translations ',negative
'tricky alias and chaining completion examples auftr from auftr where auftr from kvpositionenkv auftr where positionen fields aggregate positionen from auftr where auftrpositionen positionen fields aggregate positionen from where positionen ',negative
'tried for the max length varchar and ingres gives exception cannot assign value type long varchar varchar field limit this field for now the ingres product documentation indicated that was acceptable ive tested and seems work fine ',negative
'tried the following for values under but get encountered unexpected exception line you cannot assign value type long byte column type byte varying explicitly convert the value the required type byte varyingl ',negative
'trigger source ',negative
'trigger source select text from dbosysobjects inner join syscomments syscommentsid sysobjectsid where loginame and name and type ',negative
'trigger tabs ',negative
'truncate string ',negative
'try convert the text the popup into valid instance type data object being held the table cell ',negative
'try create file directory that does not exist ',negative
'try use the default value ',negative
'trying set time large exact number ',negative
'type controls ',negative
'typename ',negative
'typeschar typesvarchar typeslongvarchar typesbinary typesvarbinary typeslongvarbinary typesnull typesjavaobject typesdistinct typesarray typesblob typesclob typesref typesdatalink ',negative
'under jdk empty jcombobox has almost zero width ',negative
'under jdk the first item jcombobox longer automatically selected ',negative
'underlaying data cannot changed ',negative
'unfortunately cannot simply call since serial type which the same javasqltypesinteger would get back integer column not serial column piece together ourselves alter table modify myid integer ',negative
'unfortunately conversion uppercase does not work properly for the georgian alphabet which has strange rules about case conversion need make one last check before exiting ',negative
'unknown types are treated strings internally squirrel ',negative
'update destinationtable set destcolumn select fdesct from fromtable where fmyid smyid ',negative
'update done underlying data ',negative
'update table set columnname columnname ',negative
'update the bounds the popup ',negative
'use cyan background indicate that the cell editable the popup ',negative
'use default sequential layout ',negative
'use dialect sql from failed egetmessage ',negative
'use factory get the appropriate editor ',negative
'use the default settings for the conversion ',negative
'use the session key you got from the opensession call here ',negative
'use the standard sql type code get the right handler for this data type ',negative
'used editing operations set textfield value without changing the original text saved the class ',negative
'used the value when were not the middle event dispatch ',negative
'user asked see binary data different format default hex ',negative
'user checks ',negative
'user did anything other than default then save their options ',negative
'user enters something when field null ',negative
'user has cancelled the query execution ',negative
'user has entered some nondefault info save ',negative
'user has not entered anything has reset defaults make sure there entry for this column the saved info ',negative
'user hibernate ',negative
'user must have supplied file name ',negative
'user said insert collect all the data from the jtable and send the datasetviewer for insertion into and onscreen tables ',negative
'user said not read any the data from the blob ',negative
'user wants create temp file ',negative
'user wants field false ',negative
'user wants field true ',negative
'user wants see ascii chars characters see this one that should displayed that way ',negative
'user with overwriting file not need anything special overwrite opposed appending since the outputstring starts the beginning the file default ',negative
'users ',negative
'utility methods ',negative
'value simple string representation the data but not the same one used the text and incell operations the incell version may replace newline chars with while this version does not other respects the same the incell version because both use the renderer object the rendering ',negative
'value simple string representation the data the same one used text and incell operations ',negative
'value simple string representation the data the same one used the text and incell operations ',negative
'varcharl ',negative
'variables ',negative
'variables non visible logger for this class ',negative
'variables used printing ',negative
'verify that changing the clone didnt affect the original ',negative
'version this optional you dont want give out this info please enter ',negative
'view ',negative
'view list ',negative
'view tab ',negative
'view type dbo doesnt exist yet ',negative
'viewdefsql the sql that can used query the data dictionary for the body view this should exclude the create view viewname prefix and just return the query ',negative
'visible gui ',negative
'wait for command complete ',negative
'want allow editing readonly tables ondemand but would confusing include the make editable option when are already edit mode only allow that option when the background model updateable and are not already editing ',negative
'want delete rows from the end the table towards the beginning the table delete from the front the back that throws off the indexes the rows after each delete and would have compensate for that example want delete rows and and that order then after deleteing row the row that used row now actually row would have subtract from the index get the row delete the other hand delete row first then the indexes all rows prior that one have not been affected can then delete row without any complications ',negative
'warning ',negative
'warning ',negative
'warning this depends entries buttongroup being the same order the values for whereclauseusage ',negative
'weve already seen the parameter dont create another instance this will force the user enter the same value twice add the previous instance itemsinsql though that the parameters value gets propagated the right spots the sql statement ',negative
'what with this error error message could not read the complete data error was exgetmessage ',negative
'when changing the backgroud color helps set the inner components border zero otherwise the border can obscure the text and make hard see this especially seen when using the kunstoff ',negative
'when field not null delete means set null ',negative
'when started dispatching the current event milliseconds ',negative
'whether nulls are allowed not ',negative
'whether number signed unsigned ',negative
'while ',negative
'white space ',negative
'why null ',negative
'will called asynchronously the event dispatch thread ',negative
'without this the completion panels size will weird ',negative
'work around some utc and daylight saving offsets ',positive
'workaround for this driver which must have dbo for schema the jconnect family drivers appears not affected and can accept null schema which necessary find tables other schemas within the same catalog similarly jtds doesnt require this yet doesnt return nondbo schema tables unfortunately ',positive
'working directory specified ',negative
'write cell importexport options persistant storage ',negative
'write sql queries persistant storage ',negative
'xml ',negative
'yes can add controls ',negative
'you add this method one the standard datatypes the directory you must also add the name that datatype class the list method getcontrolpanels variable named the class being registered with the factory using registerdatatype then you should not include the class name the list will found automatically but the datatype part the case statement the factory method getdatatypeobject then does need explicitly listed the getcontrolpanels method also ',negative
'you add this method one the standard datatypes the directory you must also add the name that datatype class the list method getcontrolpanels variable named the class being registered with the factory using registerdatatype then you should not include the class name the list will found automatically but the datatype part the case statement the factory method getdatatypeobject then does need explicitly listed the getcontrolpanels method also ',negative
