@relation 'CommitMessages'

@attribute Text string
@attribute class-att {negative,positive}

@data
'nonjavadoc see deprecated use getprimarykey instead ',negative
'nonjavadoc see deprecated use instead ',negative
'nonjavadoc see deprecated use instead ',negative
'nonjavadoc see deprecated use instead ',negative
'nonjavadoc see int ',negative
'nonjavadoc see int ',negative
'nonjavadoc see int ',negative
'nonjavadoc see int ',negative
'nonjavadoc see int ',negative
'nonjavadoc see int ',negative
'nonjavadoc see int ',negative
'nonjavadoc see int ',negative
'nonjavadoc see int int ',negative
'nonjavadoc see javalangobject ',negative
'nonjavadoc see javalangstring javalangstring ',negative
'nonjavadoc see javalangstring javalangstring ',negative
'nonjavadoc see javalangstring javalangstring ',negative
'nonjavadoc see javalangstring javalangstring int ',negative
'nonjavadoc see javalangstring javalangstring javalangstring ',negative
'nonjavadoc see return the panel that will contain the prefernces return panel containing preferences ',negative
'not cached nonjavadoc see ',negative
'not change the values this constants these constants where introduced make the parser code more readable care was taken still can not guaranteed that changing value will not harmful ',negative
'not create working directory ',negative
'not delete ',negative
'not find class neither the java class path nor the extra class path the driver definitionn ',negative
'not found ',negative
'not found actioncollection ',negative
'not let user remove everything from the list ',negative
'not needed ',negative
'not new hashmap here ',negative
'not normal filen cannot export directory system file ',negative
'not open files withou editor command ',negative
'not real database but driver should match this ',negative
'not required ',negative
'not return null when trying use listfilename filter file rather than directory all other list methods return null for this test case ',negative
'not simple want keep the filegroups together ',negative
'not something can read ',negative
'not the textcontrol itself changed but some other the syntax preferences for example color tell the current control update the preferences ',negative
'not use axions bigint data type get the following exception test invalid value for column expected numeric data exception numeric value out range can someone please tell why axion expects big integers limited precision and scaleintegers should have scale right axion bigint limited just digits the left the decimal point todo consider filing bug report against axion build the maximum precision for axions numeric type ',negative
'not use timestamp where clause ',negative
'not writeablenchange file permissions select differnt file for export ',negative
'not yet ready tab new return new tab ',positive
'note and sqlinternalframe should never provide toolspopupaccessor their tools popup ist configured the syntaxplugin class with standard actions from actioncollection ',negative
'note are here must false ',negative
'note can mutable string fact mutable string here because this usually called from within syntax coloring which uses mutable string ',negative
'note procedure may also udf ',negative
'note some dbmss such oracle not allow select rowid from table you cannot have any column name the columns clause you have there aliasing the table name seems the best way get around the problem ',positive
'note some look and feels may cause performance problems you think your selected look and feel slows down squirrel switch metal plastic look and feel ',negative
'note tabs and newlines are allowed string fields even though they are unusual ',negative
'note temporary events need included case modla dialog opens ',negative
'nothing ',negative
'nothing ',negative
'nothing for sql internal frame ',negative
'nothing found ',negative
'nothing needed here ',negative
'nothing this can happen when the table doesnt exist ',negative
'nothing this will trim leading whitespace for both text qualified columns and non ',negative
'now ',negative
'now ',negative
'now define the popuprelated operations ',negative
'now define the popuprelated operations ',negative
'now drop the first ',negative
'now drop the second ',negative
'now have reached output that not result now have aks for this outputs update count ',negative
'now match the columns ',negative
'now remove the nondigit chars any ',negative
'now sequences should ',negative
'now that have run the view definition query and retrieved the sql that the body the view that its query part minus the create view prefix can drop the view ',negative
'now that have the file the import note the sequence operations divided into two sections this point the preceeding code ensures that have readable file and the code the following method call does the import the reason for splitting this point that the execute operation needs import and will already have the file the import from which the same the file exported into ',negative
'now the functions for the popuprelated operations ',negative
'now the popuprelated methods these are not quite symmetric with the incell calls because the conversion the object into the text display the popup handled internally the datatype object inside getjtextarea not need renderobjectinpopup function visible the rest the world ',negative
'now through the list the given order get the panels ',negative
'null means create new graph ',negative
'null tests ',negative
'null tests ',negative
'nullable ',negative
'nullable column result set ',negative
'number ',negative
'number errors detected ',negative
'number format can not calculate new unit ',negative
'numbers and such ',negative
'numericids for tokenids ',negative
'object for this data type then cannot use value where clause ',negative
'object not assume binary editing will work ',negative
'object obj ',negative
'object source code available ',negative
'object tree ',negative
'object tree color ',negative
'object tree color checkbox ',negative
'objectlevel permissions ',negative
'objects ',negative
'objects ',negative
'objects needed handle radio buttons ',negative
'objtreesellis new ',negative
'occured copying the alias ',negative
'occured copying the driver ',negative
'occured creating action ',negative
'occured displaying system properties ',negative
'occured dumping session ',negative
'occured executing doubleclick event ',negative
'occured processing log file ',negative
'occured reading from preferences file ',negative
'occured updating progress bar ',negative
'occured updating progress bar ',negative
'occured writing preferences file ',negative
'often check for updates ',negative
'once and again the netbeans editor calls createsyntax after sessionending was called then sess null and the code below would break ',negative
'one column for the object name another column for the objects owner ',negative
'one file ',negative
'one file may dropped onto the editor time ',negative
'one file per object ',negative
'one synchron call for first completion ',negative
'one the other should absolute windows ',negative
'only allows varchar column length increased ',negative
'only allows varchar columns altered ',negative
'only available when the netbeans editor usednsee menu file new session properties tab syntax ',negative
'only available when the netbeans editor usednsee menu file new session properties tab syntax ',negative
'only available with the edit extras pluginnget the plugin from wwwsquirrelsqlorg its free ',negative
'only available with the sql scripts pluginnget the plugin from wwwsquirrelsqlorg its free ',negative
'only close the statement sqlexception otherwise has remain open until the resultset read through the caller ',negative
'only concerned about order when more than one table ',negative
'only for restoring from xml etc ',negative
'only reformat sqlwarning ',negative
'only remove the frame the entire session not closing ',negative
'only single dot ',negative
'only the text did really changed null rechange intervals must adjusted the text did not change there nothing adjust ',negative
'only this the object tree and hence this contents tab visible ',negative
'only want the index sql which the second statement the array informix requires the constraint stuck onto the end the statement ',negative
'open connection the webservice ',negative
'open error ',negative
'open logs ',negative
'open tables ',negative
'open the session ',negative
'open zipjar ',negative
'opening temp file ',negative
'opening temp file ',negative
'operation column increased ',negative
'operation will result identical rowsndo you wish proceed ',negative
'operation will update identical rowsndo you wish proceed ',negative
'operations for popup work ',negative
'operations for text and incell work ',negative
'operators ',negative
'option select default catalog only applies sessions that support catalogs ',negative
'options ',negative
'options ',negative
'options ',negative
'options allow you specify how object will scripted ',negative
'options column increased ',negative
'options for global popup menu ',negative
'options popup menu ',negative
'oracle can only store decimal type numbers since regular nondecimal numbers appear decimal oracles decimal numbers can rather large compared other databases precision other databases can only handle this large precision bigint fields not decimal try figure out oracle really storing bigint and claiming decimal convert the type bigint before going any further ',negative
'oracle declares the column size regardless the maximum length the clob field the oracle blobclob column contains values that exceed chars and use might create destination column that too small for the data that will copied from oracle specify default value case the table has records the blobclob column contains only null values ',negative
'oracle jdbc driver doesnt properly identify this column resultsetmetadata readonly for now just use isautoincrement flag simulate this setting ',negative
'oracle schema loading properties ',negative
'oracle sql ',negative
'oracle stores time information javasqltypesdate columns this tells oracle that are only talking about the date part ',negative
'oracle throws this blob data types ',negative
'oracle update actions are not supported ',negative
'oracles timestamp with time zone oracles timestamp with local time zone ',negative
'oracles timestamp with time zone oracles timestamp with local time zone ',negative
'original object ',negative
'original object another object that has the same values the original another object with different values ',negative
'ostermiller editor ',negative
'other keywords numericids ',negative
'other sql type ',negative
'other tests ',negative
'other types are treated strings internally squirrel ',negative
'output dir ',negative
'output dir not directory nativeascii will not executed ',negative
'output for ',negative
'outside comment ',negative
'override common behavior use drop column style two ',negative
'override the jtable method that whenever something asks for the celleditor save reference that cell editor our assumption that the cell editor only requested when about activated ',negative
'overwrite warning ',negative
'pack ',negative
'pack directory ',negative
'pack directory ',negative
'paint the background ',negative
'paint the cross ',negative
'paintnumwaitinggcg ',negative
'pane add window content ',negative
'paper edges ',negative
'paper edges print the graph single image ',negative
'parameters ',negative
'parameters change locale used squirrel duserlanguageen dusercountryus ',negative
'parameters for call ',negative
'parent tables ',negative
'parentrect new ',negative
'parse ',negative
'paste action object tree types ',negative
'paste operation may only applied one schema time ',negative
'path ',negative
'path operations ',negative
'path releasexml ',negative
'pathcomponent accessors ',negative
'paths ',negative
'per exec ',negative
'per exec ',negative
'per row ',negative
'permissions guess ',negative
'persitenceunit name nchanges cannot applied ',negative
'pid lock examples xxx eee oder oder fuer kein lock ',negative
'pksconstraints top ',negative
'place popup according caret position and placement ',negative
'place save reference datatype object needed for calling the appropriate renderer the object value ',negative
'plain editor ',negative
'plainbrtext passwordsbrmay savedbrin this filebodyhtml ',negative
'plan ',negative
'plan table ',negative
'plans will unavailable for this session ',negative
'plantable not found ',negative
'plugin knows only how script views and stored procedures its not session tell squirrel the plugin should not used ',negative
'plugin preferences ',negative
'plugin supports only session main window ',negative
'plugins ',negative
'point evtgetcomponent this ',negative
'pointbase doesnt follow the spec with regard column getcolumns should return type constant but instead returns boolean ',negative
'pointer the viewer this needed for insert and delete operations ',negative
'popup does not fit with the orig placement ',negative
'position the start the last line log ',negative
'positioning caret log text component ',negative
'postgres has some special indexes that only work certain columns skip tests for those ',negative
'postgres pgproc table doesnt appear have schema couldnt locate another table join with get this info either ',negative
'postgresql follows the standard for sql bit its string bits bit string bits jdbc treats sql bit were only single bit specifies that bit equivalent boolean claims that the preparedstatement set method that should used with bit setboolean and getboolean this not compliant with the standard sql bit type support broken java there nothing can about that best thing for now try convert the bit type boolean like the jdbc spec says and hope for the best hope that the source database isnt using the bit column sequence multiple bits ',negative
'precision ',negative
'preferences ',negative
'preferences for derby plugin ',negative
'preferences from the last session ',negative
'preferences window under the data type controls tab ',negative
'prevent editing text contains newlines ',negative
'preview ',negative
'primary key name ',negative
'primary keys foreign keys defaults and check constraints ',negative
'print fore color will gray ',negative
'print the comment ',negative
'printing ',negative
'printing ',negative
'printing set ',negative
'private aliaseslistwindow private driverslistwindow ',negative
'private arraylist usedtabs new arraylist ',negative
'private boolean blinkcaret true ',negative
'private boolean blockcaretenabled false ',negative
'private boolean bstopexecution false ',negative
'private boolean false ',negative
'private boolean showlinenumbers false ',negative
'private boolean true ',negative
'private class extends pluginresources rsrcbundlebasename iplugin plugin plugin ',negative
'private databasemetadata ',negative
'private dbutils dbutils ',negative
'private final aliaswindowfactory aliaswinfactory ',negative
'private final class extends ',negative
'private final isession session ',negative
'private final static ilogger slog ',negative
'private final static ilogger slog ',negative
'private final static ilogger slog ',negative
'private final static ilogger slog ',negative
'private iapplication app ',negative
'private idfactory new ',negative
'private int lastx ',negative
'private isession session ',negative
'private javaxswingjcombobox cbfieldtype private javaxswingjcheckbox chautoincrement private javaxswingjcheckbox chbinary private javaxswingjcheckbox chnotnull private javaxswingjcheckbox chunsigned private javaxswingjlabel lbattributes private javaxswingjlabel lbdefault private javaxswingjlabel lbfieldlength private javaxswingjlabel lbfieldname private javaxswingjlabel lbfieldtype private javaxswingjlabel lbfields private tffielddefault private tffieldlength private javaxswingjcombobox cbfieldname private javaxswingjbutton buttonupdate private javaxswingjbutton buttoncancel private jdialog dlog private fielddetails private int selectedindex private dbutils dbutils protected string sqlcommandroot alter table protected string sqlcommand end variables declaration ',negative
'private jcheckbox chfields ',negative
'private jlabel lbltitle new jlabel ',negative
'private jlabel new outputlabel must have least blank otherwise width gets set zero private jlabel new outputlabel must have least blank otherwise width gets set zero ',negative
'private jtabbedpane tabbedresultspanel ',negative
'private lafpreferences prefs ',negative
'private list availabletabs new arraylist ',negative
'private mainframe mainframe ',negative
'private object fields ',negative
'private resultset mockresultset null private static int columnindices new int ',negative
'private simpleattributeset saseterrorhistory ',negative
'private static final dbdialect dbdialect new dbdialect ',negative
'private static final ilogger slog ',negative
'private static final stringmanager sstringmgr ',negative
'private static ilogger slog ',negative
'private string ',negative
'private transient string ',negative
'private utility constructor ',negative
'private void evt dlogsetvisiblefalse dlogdispose ',negative
'privileges ',negative
'probably just results return empty ',negative
'probably shutting down ',negative
'problem conversion proceed with update newvalue row col ',negative
'problem during formatting ',negative
'problem during updatenno count updated rows was returnedndatabase may corrupted ',negative
'problems found not return warning message nothing for user worry about ',negative
'procedure source ',negative
'procedure source ',negative
'procedure source ',negative
'procedure type ',negative
'procedure with parameter info call myspin integer tid ',negative
'procedure without parameter info call mysp ',negative
'procedures ',negative
'process each individual query ',negative
'processes ',negative
'processing format sql command ',negative
'processing hyperlink ',negative
'processing quote sql command ',negative
'processing remove newlines sql command ',negative
'processing remove quotes sql command ',negative
'progress claims support catalogs data manip but actually doesnt honor that claim ',negative
'progress throws exception you try drop the first index that was created ',negative
'properties ',negative
'properties ',negative
'properties ',negative
'properties ',negative
'properties setable the user ',negative
'properties settable the user ',negative
'properties settable the user ',negative
'property change control panel ',negative
'property change control panel ',negative
'property file not found for user first time user ran pgm ',negative
'protected action createactions action javaactions new action new return javaactions ',negative
'provider ',negative
'pseudocolumn query failed reset otherwise well mistake the last column for pseudocolumn and make uneditable ',negative
'public boolean iscelleditableint rowindex int columnindex return columnindex ',negative
'public file getdebuglogfile return new fileusersettingsdir fileseparator squirrelsqldebuglog ',negative
'public folder getsubfolderint idx throws return folderfoldersgetidx ',negative
'public sqlexecutioninfo this ',negative
'public sqlexecutioninfoint idx thisidx ',negative
'public static final int noaction public static final int cascadedelete public static final int setdefault public static final int setnull ',negative
'public static final string duplicatelineaction duplicatelineaction ',negative
'public string tablename string indexname boolean cascade qualifier prefs return null ',negative
'put the data into the and the onscreen jtable there was failure not make this form away since the user may able fix the problem changing the data ',negative
'put the map into the tables with the table name the key ',negative
'put this into the data array ',negative
'put toolbar top window ',negative
'qualified table names ',negative
'queries ',negative
'queries elapsed time seconds total sql query building output ',negative
'query found create the script from ',negative
'query found create the script from ',negative
'quiet ',negative
'read ',negative
'read input stream write file output stream ',negative
'read map with users ',negative
'read only columns with these names ',negative
'read qualified ',negative
'read succeeded reset the blobdescriptor match ',negative
'read succeeded reset the clobdescriptor match ',negative
'read the metadata info and fill the value any note that the resultset info and the coldefs should the same order but cannot guarantee that ',negative
'reading credits file ',negative
'reads ',negative
'reads per exec ',negative
'reads the value from the specified resultset column index index and based the type calls the appropriate setxxx method with the value obtained param param sourcecoltype param destcoltype param index param return string representation the value that was bound throws sqlexception ',negative
'reasons for this code mailed rob gerd the problem are methods like they rely the line break being single char also suppose some our code generation scripting functions the same least pretty sure would preserved they could produce mixture and ',negative
'recalculate fulltablename the next time its requested ',negative
'record now the last time checked for updates ',negative
'record the colorstartpos the last bit text that colored ',negative
'recorded ',negative
'recorded ',negative
'records ',negative
'records ',negative
'recordsone record records successfully inserted ',negative
'recycle bin tables from the object tree ',negative
'redirect the esc key cancel button ',negative
'refactorings ',negative
'refactorings that are supported the plugin ',negative
'register custom datatypecomponent factory for xml ',negative
'register listener for mouse events ',negative
'register tabs display the details panel for catalog nodes ',negative
'register tabs display the details panel for database nodes ',negative
'register tabs display the details panel for procedure nodes ',negative
'register tabs display the details panel for schema nodes ',negative
'register tabs display the details panel for table nodes ',negative
'register that can display different tooltips depending which entry list mouse over ',negative
'register that can display different tooltips depending which entry tree mouse over ',negative
'register the cancel button helpers available ',negative
'register the default button available ',negative
'regression for harmony ',negative
'regression for harmony ',negative
'regression for harmony ',negative
'regression for harmony ',negative
'regression for harmony ',negative
'regression for harmony ',negative
'regression test for harmony ',negative
'regression test for harmony ',negative
'regression test for harmony current directory ',negative
'reload all matching table types ',negative
'remember this datatype object can reuse ',negative
'remember which column the rowid any can prevent editing ',positive
'remove from toplevel ',negative
'remove menu item from windows menu that relates this internal frame ',negative
'remove old name list from map ',negative
'remove table with name table ',negative
'remove the core items since they are the most recent and the user not allowed remove them ',negative
'remove the fields added the list ',negative
'remove the function name ',negative
'remove trailing ',negative
'removed for close session ',negative
'removed for copy sql ',negative
'removed for cut sql ',negative
'removed for reformatting ',negative
'removed for the sqlbookmark plugin ',negative
'removed for the tools popup ',negative
'removed for uncomment ',negative
'rename columnname columnname ',negative
'rename table oldobjectname newobjectname ',negative
'rename table tablename newtablename ',negative
'rename view oldobjectname newobjectname ',negative
'renames the source column ',negative
'renameviewstatement rename view oldtablename newtablename oldtablename tablename newtablename tablename ',negative
'renderer for tree ',negative
'rendering the column that the mouse has been pressed ',negative
'reorder nodes the tables are stored hierachically ',negative
'replace the last with ',negative
'replace the next question mark with nextval ',negative
'replace with typesrowid when java the minimum supported version ',negative
'required with the first beta jdk stop this scrollpane from being too tall ',negative
'requires commit table create before inserting records please adjust your preferences ',negative
'requires primary keys also declared not null ',negative
'requires that columns notnull before applying unique constraint ',negative
'reset the background the colour that the current look and feel uses for internal frames ',negative
'reset the checkbox selected index false when fieldname gains focus ',negative
'resolve largest and preferred placements possible ',negative
'resolving file name ',negative
'rest the keywords ',negative
'restore ',negative
'restore from backup ',negative
'restore the paths ',negative
'result ',negative
'result false ',negative
'results ',negative
'results tabs ',negative
'retrieve credits file url ',negative
'retrieve schema privileges ',negative
'retrieve urls all the look and feel jars and store lafurls ',negative
'retrieve user roles ',negative
'retrieving app settings folder for plugin ',negative
'retrieving change log file url for ',negative
'retrieving faq from url ',negative
'retrieving help file url for ',negative
'retrieving licence file url for ',negative
'retrieving welcome file url for ',negative
'return booleanclass dont show checkbox for output only field ',negative
'return empty list source string empty ',negative
'return intclass methodgetreturntype voidtype ',negative
'return jtextarea usable the cellpopupdialog ',negative
'return jtextarea usable the cellpopupdialog ',negative
'return null ',negative
'return something valid even there error ',negative
'return stringobjequalsobj ',negative
'return the processed header data for this column ',negative
'return the text from the file since does represent valid value this data type ',negative
'return the whole contents this column the ',negative
'roles ',negative
'root ',negative
'row ',negative
'row ',negative
'row count for tables can slow application ',negative
'row did not match any row ',negative
'row matched rows ',negative
'row the database has been changed since you refreshed the datanno rows will updated this operationndo you wish proceed ',negative
'rowid oracle its string but its autoassigned ',negative
'rows ',negative
'rows deleted from database ',negative
'rows dlu dlu dlu dlu dlugrow dlu dlu dlu dlugrow dlu pref ',negative
'rows match current row table cannot reread data ',negative
'rows selected ',negative
'rows selected ',negative
'rows updated ',negative
'rows updated ',negative
'run bookmark you must open this windownusing the edit bookmarks toolbar button session windownthe bookmars sql code will then written the sessions sql editor ',negative
'running sqln ',negative
'running sqln ',negative
'save application level sql history ',negative
'save for possible future use ',negative
'save off selections that selectionfocus can restored later ',negative
'save options selected for cell import export operations ',negative
'save options selected for edit where columns ',negative
'save pointer object needed render value for use the inner class delegate ',negative
'save the current defaults ',negative
'save the pointer needed for insert and delete operations ',negative
'save the user options know that not the default because not allow importing from temp file ',negative
'save various info about the column for use user input validation when editing table contents note that the columndisplaysize included two times where the first entry may adjusted for actual display while the second entry the size expected the the isnullable method returns three values that convert into two saying that not known whether not column allows nulls will allow the user enter nulls and any problems will caught when they try save the data the ',negative
'saved ',negative
'saved ',negative
'saving aliases ',negative
'saving aliases ',negative
'saving drivers ',negative
'scale ',negative
'scale the page the width fits ',negative
'schema ',negative
'schema has columns copy ',negative
'schema independent meta data catalogs keywords data types global functions ',negative
'schema loading and caching ',negative
'schema objects using these commadelimited prefixes ',negative
'schema should identical the statement ignore ',negative
'schemas ',negative
'schemascatalogs into object tree ',negative
'scope ',negative
'script ',negative
'script ',negative
'script ',negative
'script compatible features ',negative
'script details ',negative
'script only ',negative
'script preferences ',negative
'script selected targets ',negative
'script settings ',negative
'script statement count ',negative
'script template ',negative
'scripted ',negative
'scripting options ',negative
'scripts ',negative
'scrollbars ',negative
'scrollbars are shown always stop sheet resizing when they are shownhidden ',negative
'security panel ',negative
'see ',negative
'see ',negative
'see ',negative
'see ',negative
'see ',negative
'see ',negative
'see ',negative
'see ',negative
'see ',negative
'see ',negative
'see ',negative
'see ',negative
'see ',negative
'see ',negative
'see ',negative
'see all selected nodes are the same type ',negative
'see also loadschemanames ',negative
'see find out how fonts are handled the netbeans editor textareasetfontfont ',negative
'see have custom datatype registered ',negative
'see its onetable statement ',negative
'see log file ',negative
'see log file ',negative
'see object ',negative
'see object boolean boolean int int ',negative
'see plugin has any jars lib dir ',negative
'see there pluginregistered datatypecomponent that can handle this column ',negative
'see this the same statement ',negative
'seen during check exception wasnninsert was probably not completed correctly may corrupted ',negative
'seen during check exception wasnnupdate probably not safe dondo you wish proceed ',negative
'seen during check exception wasnnupdate probably not safe dondo you wish proceed ',negative
'select ',negative
'select create view fooview viewtext from sysprogresssysviews where viewname fooview and owner manningr ',negative
'select create view newviewname substrtext locateas text lengthtext from syscatviews where viewschema schema and viewname oldviewname ',negative
'select create view viewname viewdefinition from pointbasesysviews where vschemaid sschemaid and vviewname testview and sschemaname dbcopy ',negative
'select currentvalue none none cache increment from where sequenceschema and sequencename ',negative
'select hibernate configuration connect tonhibernate configurations can defined the global preferences windownwould you like open the window now ',negative
'select lastnumber maxvalue minvalue cachesize incrementby cycleflag from usersequences where sequencename ',negative
'select single table ',negative
'select textsegment from iiviews where tablename viewname and tableowner schemaname ',negative
'select the bookmark edit ',negative
'select the bookmark run ',negative
'select the classpath entry delete ',negative
'select the script delete ',negative
'select the script edit ',negative
'select the script execute ',negative
'select unknown lastvalue tmaxval maxvalue tminval minvalue tcache cachesize tincval incrementby case tcycle iscycled from informixsystables where ttabid ttabid and towner schema and ttabname sequencename ',negative
'select vviewdefinition from syssysviews syssystables syssysschemas where vtableid ttableid and sschemaid tschemaid and upperttablename viewname and uppersschemaname schemaname ',negative
'selected entries ',negative
'selected rows ',negative
'selected rows ',negative
'selected statements sql editor ',negative
'selectedindex combomodel cbfieldnamegetmodel fielddetails fielddetails ',negative
'selecting window ',negative
'selecting window ',negative
'selecting window ',negative
'selecting window ',negative
'selecting window ',negative
'selection ',negative
'selects the distinct values from the source column ',negative
'separated line ',negative
'separator ',negative
'separator ',negative
'separator ',negative
'separator ',negative
'separator ',negative
'separators need preferred size gridbaglayout ',negative
'seperated ',negative
'sequence clauses ',negative
'sequence details ',negative
'sequence details ',negative
'serialized attributes ',negative
'server port database file ',negative
'server port database file backup file ',negative
'session preferences ',negative
'session properties ',negative
'session seems take considerable time load you may configure alias schema properties improve startup performance ',negative
'session session ',negative
'session timezone ',negative
'sessionfactorimpl provider ',negative
'sessionpanel new sessionpanelthis ',negative
'sessions waiting for garbage collection ',negative
'sessions waiting for garbage collectionn sessions openn sessions garbage collectedn ',negative
'set array return for public access cmd line args ',negative
'set cancel button ',negative
'set characters ignored the scanner ',negative
'set default ',negative
'set dialog ',negative
'set dialog ask user proceed important this dialog synchronous not proceed until user gives response this critical since this function provides return value its caller that depends the user input ',negative
'set dialog ask user proceed important this dialog synchronous not proceed until user gives response this critical since this function provides return value its caller that depends the user input ',negative
'set dir nonexistent directory inside the temporary directory ',negative
'set expected and checksum here since dont have that information for releasexml file todo can httpclient used get the bytesize releasexml can perform this check ',positive
'set focus the sql entry panel ',negative
'set for binary types ',negative
'set for integers ',negative
'set for string types ',negative
'set generator name int ',negative
'set jdbc debug log writer ',negative
'set look and feel ',negative
'set object tree color button ',negative
'set rightleft margin ',negative
'set the attributes for the fields the class fielddetails ',negative
'set the boolean value when the user selects structure and data ',negative
'set the cell width the width the header ',negative
'set the contents the component without resetting the original value ',negative
'set the controls ',negative
'set the default ',negative
'set the flag for whether not limit only specific fields ',negative
'set the hash table that contains the styles ',negative
'set the list disabled allfields table are copied ',negative
'set the password for this alias param password the new password throws validationexception todo what conditions ',positive
'set the property values note this may have already been done another instance this datatype created handle different column ',positive
'set the singleton instance the saver class the instance just created the xmlbeanreader ',negative
'set the url for subsequent calls this allow for load balancing server the other side the world ',negative
'set toolbar color button ',negative
'set toolbar color panel ',negative
'set update action action oracle doesnt currently support this action causes the update clause omitted ',negative
'set update button data ',negative
'setboundsnew rectangle ',negative
'setcolumns error conditions ',negative
'setmodelmodel ',negative
'setpreferredsizenew dimension ',negative
'sets constraints like not null for the new column depending the constraints for the old column ',negative
'setting laf ',negative
'setting the model initializes columns want initialize the columns ourselves below ',negative
'setting use string literals for timestamps may result the inability edit tables containing these columns this problem occurs open global preferences data type controls and set timestamps use jdbc standard escape format ',negative
'setting value ',negative
'settings ',negative
'settings control the background colors ',negative
'settings for the current session ',negative
'setup one row ',negative
'setup valueslength columns ',negative
'sga query ',negative
'shift graphic line with beginning next page print ',negative
'shift graphic line with beginning printimageable region ',negative
'short pseudocolumn ',negative
'should never not have object here because only get here when datatype object has claimed that the column editable there datatype for the column then the default the iseditablexxx methods this class say that the column not editable and therefore should never have this method called that case ',negative
'should not happen since the file that was selected was just being shown the chooser dialog but just safe ',negative
'should probably create own table model but being bit slack ',positive
'should there max number threads ',negative
'should work for unixwindows ',negative
'show logs ',negative
'show triggers for tables ',negative
'show variables ',negative
'show warning dialog and let the user confirm ',negative
'showing help window ',negative
'shutdown embedded derby ',negative
'simulate the user changing the session properties ',negative
'since are reading metadata about the should never see blob the contents are not interpretable squirrel just tell the user that blob and that has data ',negative
'since are reading metadata about the should never see clob however assume that printable text and that the user wants see read the entire thing ',negative
'since can use correlated subquery update all rows one statement dont care about the set values unless fromtables null which case with normal update using the set values would require update statement for each row the merged table for each column that was merged which incredibly inefficient however the api intended support database dialects that cant handle correlated subqueries ',negative
'since catalog schema and table are all identifiers they all need quoted ',negative
'since did something should check that there nothing else before going back sleep ',negative
'since execute returned true the first result resultset ',negative
'since implements interfaces that became available jdbc lets warn the user the driver doesnt support databasemetadata methods that were added jdbc and jdbc specifications ',negative
'since likely have the procedure separator its own line and key letting know that proceeding statements form multistatement procedure function deserves its own place the queries arraylist followed other procedure function creation blocks may fail detect that this just goes through the list and breaks apart statements newline that this cannot happen ',negative
'since not have all the data from the clob cannot allow editing ',negative
'since the base name file exists need skip and bump the endindex ',negative
'since the previous entry might have changed the color need reset the color back default value for table cells taking into account whether the cell selected not ',negative
'since the user only wants notified updates startup return here thereby freeing the thread ',negative
'since this timer must started when squirrel launched wait couple minutes for squirrel get done initializing the ',negative
'site ',negative
'site type ',negative
'size nontool child window ',negative
'size strings read during initial table load max ',negative
'skip ahead the cursor now immediately after the begin comment string ',negative
'skip blank lines ',negative
'skip files that are not installed new files ',negative
'skip formatting for stored procedures they can have comments embedded them and presently not sure how the formatter handles this ',positive
'skip the artifact identical the one that already installed ',negative
'skip this table try the next ',negative
'skybluer ',negative
'softwares version the most recent ',negative
'some databases store time component date columns oracle the user can set preference for dates that allows them read timestamp columns instead this doesnt appear have ill effects for databases that are standards compliant such mysql postgresql the user prefers use the timestamp data type instead date ',negative
'some dbmss think sql throw exception call ',negative
'some dbs give negative number when they not have value for the scale assume that the scale positive that the really means for that the scale but negative then not check ',negative
'some dbs like mckoi make the default for scale apply the same hack above ',positive
'some dialects support adding columns but the logic has not been added yet the dialect that the case the message not yet implemented fail for all other messages ',negative
'some driver dont correctly support setmaxrows these cases use setmaxrows only this select ',negative
'some drivers for both sql and sybase dont return guest schema name ',negative
'some drivers for dont return sysfun schema name number system stored procs are kept this schema ',negative
'some drivers oracle give precision some cases when precision cannot check the length not try ',negative
'some kind problem tell user preparing for delete saw exceptionn ',negative
'some kind problem tell user the delete operations failed with exceptionnndatabase unknown state and may corrupted ',negative
'sort the rows the property name ',negative
'sort the rows the property name collectionssortdata new datasorter ',negative
'sorts the specified destinfos array based the order the sourceinfos array not very efficient algorthim but gets the job done todo rewrite this using collections sorting capability param sourceinfos param destinfos param sourcetablename param desttablename return reordered version the specified destinfos array throws mappingexception the arrays differ length column names ',positive
'source column type other try use the column type name find type that isnt ',negative
'source column type other try use the column type name find type that isnt ',negative
'space ',negative
'span across two columns ',negative
'span across two columns cipadx ',negative
'special case the input exactly the output ',negative
'special handling operations while editing strings ',negative
'special treatment ',negative
'split the first two matching toplevel brakets here ',negative
'split these functions off into subclass basefavouriteaction ',positive
'springinjected dependencies ',negative
'sql ',negative
'sql ',negative
'sql ',negative
'sql ',negative
'sql ',negative
'sql ',negative
'sql ',negative
'sql ',negative
'sql ',negative
'sql ',negative
'sql can not edited ',negative
'sql client application dump ',negative
'sql client help ',negative
'sql contains columns from multiple tables cannot use all the columns where clause and becomes difficult know which table tables edited column belongs therefore limit the output readonly ',negative
'sql executing produced warnings then write them out the session message handler todo this pain postgresql sends raise notice messages the connection not the statment they will mixed with warnings from other statements ',positive
'sql float requires support for digits mantissa ',negative
'sql generated works ',negative
'sql history ',negative
'sql history ',negative
'sql query building output ',negative
'sql script ',negative
'sql selected for execution ',negative
'sql server logins windows and sql server logins ',negative
'sql type ',negative
'sql type ',negative
'sql type ',negative
'sql type ',negative
'sql type ',negative
